analysis_role,region_vantage,case_id,model_id,family_id,tier_id,position_id,repeat,failure_stage,http_status,finish_reason,grader_errors,stream_error_class,error_class,raw_response_sha256
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:end:r1,deepseek-v4-flash,multi_hop_join,950k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,538881dead528c32896a504b01a65824049358c227c7662093e94fac44f2040e
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:end:r2,deepseek-v4-flash,multi_hop_join,950k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,e6088b456832a0494023c86b3a5c3cb20994aa709abed36541205c3ec764418c
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:end:r3,deepseek-v4-flash,multi_hop_join,950k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,9bb0a0bf8cf091e2ca579f963701b936a7463dacec76edd83e9b12e8f73507b6
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:middle:r1,deepseek-v4-flash,multi_hop_join,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,930118e964d6f1e9b1215ed397222c5950cec8b6d1b0f539ef451cd8713cf592
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:middle:r2,deepseek-v4-flash,multi_hop_join,950k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,c11505b0566ef1ef5b6f70adc124a4dd915ac7aae31b4146a1f4caf8c5ef66ba
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:middle:r3,deepseek-v4-flash,multi_hop_join,950k,middle,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:quantity|wrong_value:checksum,,,0fb34d39d933e75cc92b70a13158f49f72ba0344bcbe35dc246344f3d12c76fe
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:128k:end:r2,deepseek-v4-flash,single_record,128k,end,2,strict_exact_match,200,stop,wrong_value:checksum,,,08a3315a27a1360f711d435feac8cdf5d007ee0cb58735082d5106f15a78c984
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:128k:middle:r1,deepseek-v4-flash,single_record,128k,middle,1,strict_exact_match,200,stop,wrong_value:checksum,,,e2f34280e66ec0287188ca4a0a8216e0c00049b96250568614f4647855b16352
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:512k:beginning:r2,deepseek-v4-flash,single_record,512k,beginning,2,strict_exact_match,200,stop,wrong_value:checksum,,,ef145b623844f86a8e51d0837d778494ccfe54c3ca8c6802b9627d2dbfc5022d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:512k:end:r1,deepseek-v4-flash,single_record,512k,end,1,strict_exact_match,200,stop,wrong_value:checksum,,,64c6f25c0acb8485c954751afd9e3488ffbbea751bb5d4de6c0a11dd2e339dac
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:512k:end:r3,deepseek-v4-flash,single_record,512k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,ab221583bd58be15195da80755ad2497782d464ee25b58415085635888cc0e61
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:512k:middle:r1,deepseek-v4-flash,single_record,512k,middle,1,strict_exact_match,200,stop,wrong_value:checksum,,,9a3fc740a15b4051166d248fbd59829c766e4faa69200b53ecc2ce802f8afe53
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:end:r1,deepseek-v4-flash,single_record,950k,end,1,strict_exact_match,200,stop,wrong_value:checksum,,,84c0ff2c97f6195f08c283c208036e515b150ded907f454435d75ef91b0b7705
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:end:r2,deepseek-v4-flash,single_record,950k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,678d11806c314d768c16872c1b71878bb7c2a8a1e33a6c58d805370b5b6db811
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:middle:r1,deepseek-v4-flash,single_record,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,86fcd157e1e87ab9439edf2509342010ed222d95a98d23fe26638d01d12e6caf
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:middle:r2,deepseek-v4-flash,single_record,950k,middle,2,strict_exact_match,200,stop,wrong_value:checksum,,,9b336858569a6984726c4195f67a1b9080708c576675231371a573c4a8f40305
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:middle:r3,deepseek-v4-flash,single_record,950k,middle,3,strict_exact_match,200,stop,wrong_value:checksum,,,d63170ad3afbc6bca139fc9f3e691acdc6e6417b7393f9e0c38c84b6becb5872
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:128k:end:r3,deepseek-v4-pro,event_ordering,128k,end,3,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,9e5198b46218370ee3e34135994b007836945b51f151224b01c40ef304c51f62
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:128k:middle:r2,deepseek-v4-pro,event_ordering,128k,middle,2,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,7edc0ea9c82cacc6dcaa7bf5508ea13df76aa30c0bad11a090154a25aadaceb8
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:512k:beginning:r3,deepseek-v4-pro,event_ordering,512k,beginning,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,fd3f985999084fd424b0838d6a6c935eaec898d2afba88f73f92379c6663e3e9
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:512k:end:r1,deepseek-v4-pro,event_ordering,512k,end,1,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,39b1fae71455db4582380ddcb0414915dd1d95d9fbed7e6473464ce5fcf70d26
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:512k:end:r3,deepseek-v4-pro,event_ordering,512k,end,3,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,7222ad7490b8efaf9e312e2255f0e8675c660fdd9c8c2af81e37a17b53827aa2
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:512k:middle:r1,deepseek-v4-pro,event_ordering,512k,middle,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,a9cca1bb9b2e844c2f8cd190d4e5dd4bc9619bde65bb1a9bf5be4e4badb06e22
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:512k:middle:r3,deepseek-v4-pro,event_ordering,512k,middle,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,868a34ff3d6df213ae871eff1512cbd63d00223853f3427573af0d05ea7046cc
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:950k:beginning:r2,deepseek-v4-pro,event_ordering,950k,beginning,2,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,d1613beac1562772cbff270f04092829a6a0c51ec5276bae7107dd6905f808ea
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:950k:end:r1,deepseek-v4-pro,event_ordering,950k,end,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,37bdd1796b0c55c171d0f9455f40d9c4fb0ba21b97ecc47a1c71d9ec27b68b9c
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:950k:end:r3,deepseek-v4-pro,event_ordering,950k,end,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,68a9d8e038d424dc9c15c4d78bb767a87c2c91a9e2bf744c002d0a8a3da67960
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:950k:middle:r2,deepseek-v4-pro,event_ordering,950k,middle,2,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,e4482df6e6b0cc7efdcbf7aab851b2587ccbfb307887a64e93f9d0ee32ccc39b
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:event_ordering:950k:middle:r3,deepseek-v4-pro,event_ordering,950k,middle,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,0975119e55484da8ddde99885a6beaf9a84b60fc41c5aa9258b2d11ed0cefd08
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:128k:beginning:r1,deepseek-v4-pro,latest_version,128k,beginning,1,strict_exact_match,200,stop,wrong_type:version|wrong_type:quantity,,,293763cc7f7041d395b33f8a4446c610febf433752309f041951bba63cc21193
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:128k:end:r2,deepseek-v4-pro,latest_version,128k,end,2,strict_exact_match,200,stop,wrong_type:version|wrong_type:quantity,,,76f7350a99cc76dbf56350006849585958770b752bb42b588699657415eecb7d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:512k:beginning:r2,deepseek-v4-pro,latest_version,512k,beginning,2,strict_exact_match,200,stop,wrong_type:version|wrong_type:quantity,,,cf24964a67e50bb6d4ae6afa0688c1112b1eb7b894059f0920a0a7d2d6d98c15
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:512k:middle:r1,deepseek-v4-pro,latest_version,512k,middle,1,strict_exact_match,200,stop,wrong_value:version|wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,7aba5e3340e85aff52d20257ad6df8b094fe0efe293339b635039d375dd1b6a2
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:950k:end:r3,deepseek-v4-pro,latest_version,950k,end,3,strict_exact_match,200,stop,wrong_type:version|wrong_type:quantity,,,5e944b6f2daf22ffd1c3863da649be46c59c9b766a1746c141c6b5e9f50f9cb7
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:latest_version:950k:middle:r2,deepseek-v4-pro,latest_version,950k,middle,2,strict_exact_match,200,stop,wrong_type:version|wrong_type:quantity,,,1c491dd75a6a5dde286a0dae4949f0410292e8649795c543150120cf329246a6
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:beginning:r1,deepseek-v4-pro,multi_hop_join,128k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:checksum,,,29fe936f09c2a60620bee750838f733aea22578a4aa370bf174043c94a5c179f
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:beginning:r2,deepseek-v4-pro,multi_hop_join,128k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,904cb8a75eef264efb8430a43e6e2226a2cc0522be19e005c7b98dd1444d3815
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:beginning:r3,deepseek-v4-pro,multi_hop_join,128k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,1b1ab7a4e0e5da7fc598ba46043759f41714fe16567885e711ffb4f598df9deb
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:end:r1,deepseek-v4-pro,multi_hop_join,128k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,e5e40aa830dbea54c117b7c93a5a2feccb84ba4dbc8f179f632393c9905d5ba3
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:end:r2,deepseek-v4-pro,multi_hop_join,128k,end,2,strict_exact_match,200,stop,wrong_type:quantity,,,3ed681261341dafa6e378a3fcceb62e0be378f7339e8c3207263463cee7a6ec5
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:end:r3,deepseek-v4-pro,multi_hop_join,128k,end,3,strict_exact_match,200,stop,wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,f848e85af4601ee4f5726d998b85811dd870c2a0e96989f9fc2a4af5096b31ea
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:middle:r1,deepseek-v4-pro,multi_hop_join,128k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,12b79b063109d06c401936c87b7d831c41d51f5ce14f23a2270a1533db7d8910
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:middle:r2,deepseek-v4-pro,multi_hop_join,128k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_type:quantity|wrong_value:checksum,,,3ebdafb5582582b615118f94a9182e7f915a8cef12ab5f7120e2903841cce338
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:128k:middle:r3,deepseek-v4-pro,multi_hop_join,128k,middle,3,strict_exact_match,200,stop,wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,336398f2974dd2ed2ab54c9b53c98957d2d699e37b8ce49229833998c37cf909
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:beginning:r1,deepseek-v4-pro,multi_hop_join,32k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,d539a304f10c17323ce607ed1c9602df08779f97ee7289c6e37b4a7453460880
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:beginning:r2,deepseek-v4-pro,multi_hop_join,32k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,394b9fe55cab45b777f822249b5a99fb424aedf3f996bec071d5c4aa601b8c48
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:beginning:r3,deepseek-v4-pro,multi_hop_join,32k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,f4d22c48614b3ae2024bebf1324ddb14163fe6c69a03b0993cdb829faa5c7f77
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:end:r1,deepseek-v4-pro,multi_hop_join,32k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,6e24484ce7ba1a36cecb7e426f3c8081e81f39c23322bca0db3b1257000b7001
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:end:r2,deepseek-v4-pro,multi_hop_join,32k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,5cad32a81b36457a37724a691c8b8e3d2864b59c8e833a8e9ae57a1d835edab7
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:end:r3,deepseek-v4-pro,multi_hop_join,32k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,85594f6c83e35bf9de5edaa0e84a2f723f2cfe3066a8b814e7f9086c59f22261
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r1,deepseek-v4-pro,multi_hop_join,32k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,078d186cbe8734b221c7a3885b2ab64eb4ec7ffeda5d4e4cc841af9c800c0bd6
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r2,deepseek-v4-pro,multi_hop_join,32k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,3686ac6826136e6b5247366cd0e9100792a0a174985c4b61bbaac3aaa7805593
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r3,deepseek-v4-pro,multi_hop_join,32k,middle,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,e9a0ada923a7b873db4c9a7eba0de14586f72df76668bb3893f7199a88605d7f
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:beginning:r1,deepseek-v4-pro,multi_hop_join,512k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,05b5ea6761f0183014307d3edf4ccf81bee067b8f15b83c6fc3d0686c5926678
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:beginning:r2,deepseek-v4-pro,multi_hop_join,512k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,65cb57ea16f3952f452290431925c4385419721aeebdf2ca72dd9238ae2c2b1d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:beginning:r3,deepseek-v4-pro,multi_hop_join,512k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,85425b0e06f273cad7c264978fdad11d67127debe17e25669a6a464603c9f108
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:end:r1,deepseek-v4-pro,multi_hop_join,512k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,48e829afe33e41bd2abcfa6c68e9dd1f16fa516a48dc3f1a306262bacfbb4ece
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:end:r2,deepseek-v4-pro,multi_hop_join,512k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,6f4c1ebf65380f86884363a2dd4e05e740c74c80b4de2f7647f976ebf76f5686
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:end:r3,deepseek-v4-pro,multi_hop_join,512k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,a84d4c4d56fd9fb3e210f5fd216b87098afa41c2bb3cadf93a537561388695b5
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:middle:r1,deepseek-v4-pro,multi_hop_join,512k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,4390472cfa4be756470c460a190dad88b7c524e79b0e80bddd216e7e4f7d5f80
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:middle:r2,deepseek-v4-pro,multi_hop_join,512k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,7eaaece2a40e7ac7536525ba45c46ae06572e198a9e2b738f92e61ceeba534c3
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:512k:middle:r3,deepseek-v4-pro,multi_hop_join,512k,middle,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,f1e34bec0d3215cabe509841c1462be92bd3f5336390bf544585b39b16efef09
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:beginning:r1,deepseek-v4-pro,multi_hop_join,950k,beginning,1,strict_exact_match,200,stop,wrong_value:linked_key|wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,e068640f03946a440c5ea4d2b26584f0845c6db069294c96d1d8db831c735ef2
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:beginning:r2,deepseek-v4-pro,multi_hop_join,950k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,d58a2d23fbabc9ef58ef6a0565733fef642435f640ee302c0d7b156aefec8e8d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:beginning:r3,deepseek-v4-pro,multi_hop_join,950k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,75806c15629f957e123f84826edfa13d441b63aa5733511d8a27dc107a99b0c1
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:end:r1,deepseek-v4-pro,multi_hop_join,950k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,3943a323b5f79daa03b58c483912d17b5b3caddf6268e5da2c92a0b9e20925d5
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:end:r2,deepseek-v4-pro,multi_hop_join,950k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,398b507fd897adf343738cb020a8ff17c49b18f76d260ae49350597488671762
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:end:r3,deepseek-v4-pro,multi_hop_join,950k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,ea5827f54413246d2262a44fdb9b863c45824312e88e0c7f351814d0422dfa55
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:middle:r1,deepseek-v4-pro,multi_hop_join,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,bef2b0eb87aa7b5edea2f96d579130820d737a6336e9323a5b49f70a00bb6be5
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:middle:r2,deepseek-v4-pro,multi_hop_join,950k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,ed662aff7c93b23332d5c719fef4fd4be1dabff38c4c66ebdf317a883e988e7e
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:950k:middle:r3,deepseek-v4-pro,multi_hop_join,950k,middle,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_type:quantity|wrong_value:checksum,,,2ebc71c27923fa5cb760bcc393953d1c56c5660b3d9844accb6c3be0edc73f14
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:128k:beginning:r2,deepseek-v4-pro,single_record,128k,beginning,2,strict_exact_match,200,stop,wrong_value:checksum,,,cfc9a11306786cc05f25d9dd1634adf7b40736309147fe6665f6b7420270ef3c
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:32k:middle:r1,deepseek-v4-pro,single_record,32k,middle,1,strict_exact_match,200,stop,wrong_value:checksum,,,a2f6efaf8739d3d2adbc44a0358ebdbf3e54ccc76e222d76ce96fab7d4e9c777
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:end:r1,deepseek-v4-pro,single_record,512k,end,1,strict_exact_match,200,stop,wrong_type:quantity,,,0b2aeec40aa0dfbbfdb359b010eaa67e24d772b63bed5f739a545687148cf2da
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:middle:r1,deepseek-v4-pro,single_record,512k,middle,1,strict_exact_match,200,stop,wrong_value:checksum,,,2d20e111336b39f0a8e182b679c004b77cbaad292178ec5e2c4d035c993c9abc
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:512k:middle:r3,deepseek-v4-pro,single_record,512k,middle,3,strict_exact_match,200,stop,wrong_type:quantity,,,328c918a76df39896f65eb7294629eea584e6ff28c87cfca17d951435541ef1c
